timestamp_utc,source,video_path,every_n,frame_idx,severity,points_inside,inference_ms,system_cpu_percent,process_cpu_percent,process_rss_mb,system_ram_percent,alert_sent,alert_error
2026-02-08T23:08:32.603211+00:00,video,data/samples/video_test3.mp4,30,0,bajo,0,403.208,64.6,638.9,463.109,59.1,0,
2026-02-08T23:08:33.139199+00:00,video,data/samples/video_test3.mp4,30,30,bajo,0,380.549,60.4,653.2,636.59,59.6,0,
2026-02-08T23:08:33.622343+00:00,video,data/samples/video_test3.mp4,30,60,bajo,0,346.438,75.6,684.4,639.289,59.7,0,
2026-02-08T23:08:34.092872+00:00,video,data/samples/video_test3.mp4,30,90,bajo,0,337.154,65.8,703.0,639.969,59.7,0,
2026-02-08T23:08:34.585660+00:00,video,data/samples/video_test3.mp4,30,120,bajo,0,323.568,56.2,678.1,643.43,59.8,0,
2026-02-08T23:08:35.203205+00:00,video,data/samples/video_test3.mp4,30,150,bajo,0,431.052,77.0,626.0,645.105,59.9,0,
2026-02-08T23:08:35.702402+00:00,video,data/samples/video_test3.mp4,30,180,bajo,0,315.15,59.3,671.9,647.102,59.9,0,
2026-02-08T23:08:36.198821+00:00,video,data/samples/video_test3.mp4,30,210,bajo,0,336.381,57.2,665.6,649.68,59.9,0,
2026-02-08T23:08:36.730283+00:00,video,data/samples/video_test3.mp4,30,240,bajo,0,336.055,62.9,637.3,650.172,60.0,0,
2026-02-08T23:08:37.198750+00:00,video,data/samples/video_test3.mp4,30,270,bajo,0,284.4,50.9,627.7,649.18,59.9,0,
2026-02-08T23:08:37.683222+00:00,video,data/samples/video_test3.mp4,30,300,bajo,0,301.936,54.4,634.7,649.914,59.9,0,
2026-02-08T23:08:38.144889+00:00,video,data/samples/video_test3.mp4,30,330,bajo,0,294.426,49.6,672.6,651.039,60.0,0,
2026-02-08T23:08:38.594200+00:00,video,data/samples/video_test3.mp4,30,360,bajo,0,283.27,52.4,724.3,650.555,60.0,0,
2026-02-08T23:08:39.100307+00:00,video,data/samples/video_test3.mp4,30,390,bajo,0,339.994,57.8,666.2,651.395,60.0,0,
2026-02-08T23:08:39.593313+00:00,video,data/samples/video_test3.mp4,30,420,bajo,0,314.874,56.6,658.6,651.395,60.0,0,
2026-02-08T23:08:40.119707+00:00,video,data/samples/video_test3.mp4,30,450,bajo,0,338.467,59.4,629.7,651.406,60.1,0,
2026-02-08T23:08:40.595858+00:00,video,data/samples/video_test3.mp4,30,480,bajo,0,297.486,65.6,676.3,652.305,60.2,0,
2026-02-08T23:08:41.149531+00:00,video,data/samples/video_test3.mp4,30,510,bajo,0,354.156,67.2,664.5,652.395,60.2,0,
2026-02-08T23:08:41.638417+00:00,video,data/samples/video_test3.mp4,30,540,bajo,0,306.5,57.1,612.1,652.395,60.1,0,
2026-02-08T23:08:42.092230+00:00,video,data/samples/video_test3.mp4,30,570,bajo,0,287.603,50.5,634.7,652.395,60.2,0,
2026-02-08T23:08:45.346474+00:00,video,data/samples/video_test3.mp4,30,600,medio,1,285.9,12.3,94.7,658.211,60.2,1,
2026-02-08T23:08:45.833107+00:00,video,data/samples/video_test3.mp4,30,630,medio,1,305.273,51.7,603.7,658.215,60.1,0,
2026-02-08T23:08:50.081163+00:00,video,data/samples/video_test3.mp4,30,660,alto,2,308.506,11.1,79.0,658.555,60.1,1,
