timestamp_utc,source,video_path,every_n,frame_idx,severity,points_inside,inference_ms,system_cpu_percent,process_cpu_percent,process_rss_mb,system_ram_percent,alert_sent,alert_error
2026-02-08T23:12:02.430052+00:00,video,data/samples/video_test3.mp4,30,0,bajo,0,328.2,51.7,652.8,461.766,58.8,0,
2026-02-08T23:12:02.880995+00:00,video,data/samples/video_test3.mp4,30,30,bajo,0,322.079,55.4,693.3,635.273,59.3,0,
2026-02-08T23:12:03.341044+00:00,video,data/samples/video_test3.mp4,30,60,bajo,0,330.164,58.4,710.5,637.367,59.4,0,
2026-02-08T23:12:03.797459+00:00,video,data/samples/video_test3.mp4,30,90,bajo,0,329.093,57.6,682.9,638.043,59.5,0,
2026-02-08T23:12:04.232501+00:00,video,data/samples/video_test3.mp4,30,120,bajo,0,309.629,53.2,738.4,641.523,59.5,0,
2026-02-08T23:12:04.702300+00:00,video,data/samples/video_test3.mp4,30,150,bajo,0,319.916,52.4,687.8,644.086,59.3,0,
2026-02-08T23:12:05.125121+00:00,video,data/samples/video_test3.mp4,30,180,bajo,0,294.645,50.8,714.6,645.617,59.3,0,
2026-02-08T23:12:05.560381+00:00,video,data/samples/video_test3.mp4,30,210,bajo,0,295.146,50.3,731.3,648.137,59.3,0,
2026-02-08T23:12:06.005351+00:00,video,data/samples/video_test3.mp4,30,240,bajo,0,314.805,49.1,733.0,648.711,59.4,0,
2026-02-08T23:12:06.432294+00:00,video,data/samples/video_test3.mp4,30,270,bajo,0,299.209,46.1,667.1,647.125,59.3,0,
2026-02-08T23:12:06.859762+00:00,video,data/samples/video_test3.mp4,30,300,bajo,0,304.399,48.8,729.4,647.965,59.3,0,
2026-02-08T23:12:07.291318+00:00,video,data/samples/video_test3.mp4,30,330,bajo,0,305.092,48.3,740.1,649.566,59.4,0,
2026-02-08T23:12:07.725608+00:00,video,data/samples/video_test3.mp4,30,360,bajo,0,312.233,50.3,717.0,649.746,59.3,0,
2026-02-08T23:12:08.157331+00:00,video,data/samples/video_test3.mp4,30,390,bajo,0,302.772,51.9,746.0,650.484,59.4,0,
2026-02-08T23:12:08.589326+00:00,video,data/samples/video_test3.mp4,30,420,bajo,0,305.448,48.9,713.5,650.484,59.4,0,
2026-02-08T23:12:09.022873+00:00,video,data/samples/video_test3.mp4,30,450,bajo,0,308.629,61.9,718.7,650.656,59.3,0,
2026-02-08T23:12:09.483143+00:00,video,data/samples/video_test3.mp4,30,480,bajo,0,323.992,61.5,729.6,651.27,59.3,0,
2026-02-08T23:12:09.941094+00:00,video,data/samples/video_test3.mp4,30,510,bajo,0,325.515,66.2,710.5,651.316,59.3,0,
2026-02-08T23:12:10.375777+00:00,video,data/samples/video_test3.mp4,30,540,bajo,0,311.78,52.3,700.8,651.316,59.4,0,
2026-02-08T23:12:10.808725+00:00,video,data/samples/video_test3.mp4,30,570,bajo,0,307.916,51.0,695.6,651.316,59.3,0,
2026-02-08T23:12:12.747811+00:00,video,data/samples/video_test3.mp4,30,600,medio,1,313.476,15.1,164.6,657.293,59.4,1,
2026-02-08T23:12:13.176640+00:00,video,data/samples/video_test3.mp4,30,630,medio,1,307.013,49.3,685.0,657.516,59.4,0,
2026-02-08T23:12:14.994435+00:00,video,data/samples/video_test3.mp4,30,660,alto,2,318.342,19.3,179.5,657.879,59.6,1,
