timestamp_utc,source,video_path,every_n,frame_idx,severity,points_inside,inference_ms,system_cpu_percent,process_cpu_percent,process_rss_mb,system_ram_percent,alert_sent,alert_error
2026-02-09T00:00:53.269762+00:00,video,data/samples/video_test3.mp4,30,0,bajo,0,5200.116,95.6,332.2,412.898,72.6,0,
2026-02-09T00:00:59.079135+00:00,video,data/samples/video_test3.mp4,30,30,bajo,0,5095.737,94.0,342.7,571.809,76.7,0,
2026-02-09T00:01:04.861381+00:00,video,data/samples/video_test3.mp4,30,60,bajo,0,4952.074,93.2,340.9,572.27,77.2,0,
2026-02-09T00:01:10.456924+00:00,video,data/samples/video_test3.mp4,30,90,bajo,0,4788.673,93.4,346.5,572.656,77.1,0,
2026-02-09T00:01:16.214467+00:00,video,data/samples/video_test3.mp4,30,120,bajo,0,4691.226,90.3,335.0,573.352,76.7,0,
2026-02-09T00:01:21.899327+00:00,video,data/samples/video_test3.mp4,30,150,bajo,0,4744.259,91.6,340.0,573.391,75.9,0,
2026-02-09T00:01:28.460984+00:00,video,data/samples/video_test3.mp4,30,180,bajo,0,5360.591,89.2,311.1,574.012,76.1,0,
2026-02-09T00:01:34.260649+00:00,video,data/samples/video_test3.mp4,30,210,bajo,0,4852.296,90.5,336.4,573.902,76.2,0,
2026-02-09T00:01:40.132606+00:00,video,data/samples/video_test3.mp4,30,240,bajo,0,4764.748,88.9,330.7,574.219,76.0,0,
2026-02-09T00:01:45.880131+00:00,video,data/samples/video_test3.mp4,30,270,bajo,0,4731.242,89.9,333.5,573.523,76.1,0,
2026-02-09T00:01:51.693963+00:00,video,data/samples/video_test3.mp4,30,300,bajo,0,4736.497,90.1,335.8,574.176,76.0,0,
2026-02-09T00:01:57.814631+00:00,video,data/samples/video_test3.mp4,30,330,bajo,0,4997.865,90.1,319.2,574.113,76.0,0,
2026-02-09T00:02:03.799071+00:00,video,data/samples/video_test3.mp4,30,360,bajo,0,4932.454,87.7,326.0,573.957,75.9,0,
2026-02-09T00:02:09.556491+00:00,video,data/samples/video_test3.mp4,30,390,bajo,0,4803.69,91.3,340.4,574.062,75.9,0,
2026-02-09T00:02:15.255991+00:00,video,data/samples/video_test3.mp4,30,420,bajo,0,4791.65,91.6,341.3,574.09,75.9,0,
2026-02-09T00:02:20.980313+00:00,video,data/samples/video_test3.mp4,30,450,bajo,0,4786.236,91.4,341.0,574.305,76.0,0,
2026-02-09T00:02:26.777382+00:00,video,data/samples/video_test3.mp4,30,480,bajo,0,4804.33,91.2,339.5,574.848,75.9,0,
2026-02-09T00:02:32.460519+00:00,video,data/samples/video_test3.mp4,30,510,bajo,0,4780.055,91.5,341.7,574.062,75.8,0,
2026-02-09T00:02:38.118236+00:00,video,data/samples/video_test3.mp4,30,540,bajo,0,4776.441,91.8,340.6,574.438,76.0,0,
2026-02-09T00:02:43.694698+00:00,video,data/samples/video_test3.mp4,30,570,bajo,0,4719.063,92.0,342.9,574.062,76.1,0,
2026-02-09T00:02:51.094462+00:00,video,data/samples/video_test3.mp4,30,600,medio,1,4730.861,69.9,259.5,578.0,75.8,1,
2026-02-09T00:02:56.571417+00:00,video,data/samples/video_test3.mp4,30,630,medio,1,4733.503,93.5,348.9,578.234,76.2,0,
2026-02-09T00:03:03.711487+00:00,video,data/samples/video_test3.mp4,30,660,alto,2,4718.976,72.3,269.5,578.113,75.9,1,
